medicineId,name,manufacturer,stock,expiryDate,daysUntilExpiry,bucket
6a6c993a227640b00f1063c5,Azusa T 8/40 Tablet,Ajanta Pharma Ltd,62,2027-01-16 11:56:47.753000+00:00,168,Beyond 90 Days
6a6c993a227640b00f1064a2,Almont FX 10mg/120mg Tablet,Unicure Remedies Pvt  Ltd,30,2027-01-16 12:42:38.230000+00:00,168,Beyond 90 Days
6a6c993b227640b00f1066e3,DMR 20mg Tablet,West-Coast Pharmaceutical Works Ltd,134,2027-01-16 07:22:05.802000+00:00,168,Beyond 90 Days
6a6c993a227640b00f1065c6,Akcip TZ 500 mg/600 mg Tablet,Scott Edil Pharmacia Ltd,113,2027-01-18 01:53:11.014000+00:00,169,Beyond 90 Days
6a6c993a227640b00f10654d,Arorab IT 20mg/150mg Capsule SR,Aareen Healthcare Pvt Ltd,46,2027-01-18 12:16:41.693000+00:00,170,Beyond 90 Days
6a6c993a227640b00f10660d,Avomits 4mg Tablet,Mits Healthcare Pvt Ltd,16,2027-01-19 12:31:08.557000+00:00,171,Beyond 90 Days
6a6c993a227640b00f106369,Amtas-M 50 Tablet PR,Intas Pharmaceuticals Ltd,7,2027-01-20 10:38:42.284000+00:00,172,Beyond 90 Days
6a6c993a227640b00f1063bd,Arbitel 20 Tablet,Micro Labs Ltd,54,2027-01-20 12:00:19.051000+00:00,172,Beyond 90 Days
6a6c993b227640b00f106729,Healtroxin 50mcg Tablet,Healing Pharma India Pvt Ltd,47,2027-01-20 20:41:59.070000+00:00,172,Beyond 90 Days
6a6c993a227640b00f1063e7,Amodep-TMH Tablet,FDC Ltd,82,2027-01-22 00:34:27.916000+00:00,173,Beyond 90 Days
6a6c993a227640b00f1062df,Aldigesic-SP Tablet,Alkem Laboratories Ltd,13,2027-01-21 14:37:53.681000+00:00,173,Beyond 90 Days
6a6c993b227640b00f1066f8,Euthyrox 100 Tablet,Merck Ltd,41,2027-01-22 17:37:55.084000+00:00,174,Beyond 90 Days
6a6c993a227640b00f106416,Amaryl MP 2mg Tablet ER,Sanofi India  Ltd,11,2027-01-23 01:46:44.941000+00:00,174,Beyond 90 Days
6a6c993a227640b00f10640c,Alakast FA 10mg/120mg/200mg Tablet,Avel Life Sciences,88,2027-01-22 19:19:50.592000+00:00,174,Beyond 90 Days
6a6c993b227640b00f1066dc,Cobaver Forte Injection,Evershine Lifesciences Pvt Ltd,38,2027-01-22 23:57:23.109000+00:00,174,Beyond 90 Days
6a6c993b227640b00f1066be,Clop-GM Neo Cream,Zydus Cadila,44,2027-01-25 03:20:03.219000+00:00,176,Beyond 90 Days
6a6c993a227640b00f10653b,Acefen Gel,Salud Care India Pvt Ltd,17,2027-01-25 03:02:44.008000+00:00,176,Beyond 90 Days
6a6c993a227640b00f1062ea,Amlong Tablet,Micro Labs Ltd,141,2027-01-24 16:59:03.011000+00:00,176,Beyond 90 Days
6a6c993a227640b00f1063d2,Albutamol Plus Tablet,Centaur Pharmaceuticals Pvt Ltd,109,2027-01-26 00:16:21.377000+00:00,177,Beyond 90 Days
6a6c993b227640b00f10670e,Enerject 12 Injection,Anglo-French Drugs & Industries Ltd,43,2027-01-25 22:54:22.923000+00:00,177,Beyond 90 Days
6a6c993a227640b00f106670,Briodox Tablet,Brinton Pharmaceuticals Pvt Ltd,15,2027-01-26 01:17:07.697000+00:00,177,Beyond 90 Days
6a6c993a227640b00f1062d5,Ascoril LS Junior Syrup,Glenmark Pharmaceuticals Ltd,7,2027-01-26 16:17:08.546000+00:00,178,Beyond 90 Days
6a6c993a227640b00f1064d6,Axant 50mg/400mg Tablet,Sigmund Promedica,105,2027-01-26 16:30:06.590000+00:00,178,Beyond 90 Days
6a6c993a227640b00f1063f4,Azulix 3 MF Forte Tablet PR,Torrent Pharmaceuticals Ltd,92,2027-01-27 06:34:20.436000+00:00,179,Beyond 90 Days
6a6c993a227640b00f10637a,Alcet 5mg Tablet,Prism Life Sciences Ltd,16,2027-01-27 08:01:37.920000+00:00,179,Beyond 90 Days
6a6c993a227640b00f1063b6,Arbitel-MT 25 Tablet ER,Micro Labs Ltd,11,2027-01-27 08:54:32.313000+00:00,179,Beyond 90 Days
6a6c993a227640b00f106407,Asomex-TM 5 Tablet,Emcure Pharmaceuticals Ltd,48,2027-01-28 08:42:56.628000+00:00,180,Beyond 90 Days
6a6c993a227640b00f106305,Alaspan AM Tablet,Bayer Pharmaceuticals Pvt Ltd,133,2027-01-28 06:30:36.490000+00:00,180,Beyond 90 Days
6a6c993a227640b00f1064fa,Arvast CV 20mg/75mg Capsule,Intas Pharmaceuticals Ltd,10,2027-01-28 10:30:27.832000+00:00,180,Beyond 90 Days
6a6c993a227640b00f106426,Amlokind TM 40mg/5mg Tablet,Mankind Pharma Ltd,10,2027-01-30 02:02:54.434000+00:00,181,Beyond 90 Days
6a6c993a227640b00f106658,Betadine 10% Solution,Win-Medicare Pvt Ltd,134,2027-01-30 03:02:25.784000+00:00,181,Beyond 90 Days
6a6c993a227640b00f10630f,Air-M Tablet,Systopic Laboratories Pvt Ltd,97,2027-01-29 19:40:24.040000+00:00,181,Beyond 90 Days
6a6c993a227640b00f106598,Ag-Bact Ointment,Algen Healthcare Limited,30,2027-01-30 10:40:47.307000+00:00,182,Beyond 90 Days
6a6c993b227640b00f1066f5,Eltroxin 75mcg Tablet,Glaxo SmithKline Pharmaceuticals Ltd,6,2027-01-30 13:50:30.358000+00:00,182,Beyond 90 Days
6a6c993a227640b00f1062fb,Aceclo-MR Tablet,Aristo Pharmaceuticals Pvt Ltd,136,2027-01-30 23:02:55.968000+00:00,182,Beyond 90 Days
6a6c993a227640b00f106389,Atorlip 40 Tablet,Cipla Ltd,5,2027-01-31 04:35:01.756000+00:00,182,Beyond 90 Days
6a6c993a227640b00f1064b3,Acefen 100 mg/125 mg Tablet,Salud Care India Pvt Ltd,122,2027-01-31 23:33:52.733000+00:00,183,Beyond 90 Days
6a6c993a227640b00f10664b,Albofer 100mg Injection,Albia Biocare,139,2027-01-31 08:53:19.512000+00:00,183,Beyond 90 Days
6a6c993a227640b00f106644,Aktirose 20mg Injection,Aktimas Bio Pharmaceuticals Pvt Ltd,80,2027-02-01 04:05:56.458000+00:00,183,Beyond 90 Days
6a6c993b227640b00f10670d,Eldoviptin 50mg Tablet,El-Dorado Bio-Tech Pvt Ltd,9,2027-02-01 00:13:32.089000+00:00,183,Beyond 90 Days
6a6c993a227640b00f10657a,Alto 20mg Tablet,Uniorange group,93,2027-01-31 17:33:00.883000+00:00,183,Beyond 90 Days
6a6c993a227640b00f1066a7,Bonterol D3 60K Softgel Capsule,Medflux Pharmaceuticals Pvt Ltd,7,2027-01-31 14:14:35.431000+00:00,183,Beyond 90 Days
6a6c993a227640b00f106594,Acicheck 20mg Tablet,Mackenzie Pharmaceuticals Pvt Ltd,45,2027-02-01 09:22:01.814000+00:00,184,Beyond 90 Days
6a6c993a227640b00f1064e5,Amaze 20mg Capsule,Anvik Biotech,59,2027-02-02 06:25:38.386000+00:00,185,Beyond 90 Days
6a6c993a227640b00f106509,Adrovit Z Syrup,Adley Formulations,39,2027-02-02 22:10:40.265000+00:00,185,Beyond 90 Days
6a6c993b227640b00f10671e,Folcin 2 Injection,Unimarck Pharma India Ltd,91,2027-02-03 09:03:21.395000+00:00,186,Beyond 90 Days
6a6c993a227640b00f10632b,Ambrolite Syrup,Tablets India Limited,114,2027-02-04 13:54:28.684000+00:00,187,Beyond 90 Days
6a6c993a227640b00f106326,Azulix 2 MF Tablet PR,Torrent Pharmaceuticals Ltd,53,2027-02-06 05:30:05.460000+00:00,188,Beyond 90 Days
6a6c993a227640b00f106439,Alday AM Tablet SR,S H Pharmaceuticals Ltd,148,2027-02-05 21:33:26.558000+00:00,188,Beyond 90 Days
6a6c993a227640b00f1066a2,Biosulin 30/70 100IU/ml Injection,Innova Life Sciences Private Limited,29,2027-02-05 06:58:14.259000+00:00,188,Beyond 90 Days
6a6c993a227640b00f10657b,Andoxy 100mg Injection,Andee Lifesciences,62,2027-02-05 20:31:27.744000+00:00,188,Beyond 90 Days
6a6c993a227640b00f106640,Agradine 5% Lotion,Agrawal Drugs Pvt. Ltd.,92,2027-02-05 08:05:33.932000+00:00,188,Beyond 90 Days
6a6c993a227640b00f1062e8,AF Kit Tablet,Systopic Laboratories Pvt Ltd,51,2027-02-06 09:41:27.771000+00:00,189,Beyond 90 Days
6a6c993a227640b00f10658a,Acevilda M 500mg/50mg Tablet,Mattox Healthcare Pvt Ltd,68,2027-02-07 11:50:30.724000+00:00,190,Beyond 90 Days
6a6c993a227640b00f106536,Asthacure Plus Syrup,Swiss Pharma Pvt Ltd,145,2027-02-09 00:31:25.837000+00:00,191,Beyond 90 Days
6a6c993a227640b00f10632f,Amrox-LS Syrup,Leeford Healthcare Ltd,34,2027-02-08 10:10:32.584000+00:00,191,Beyond 90 Days
6a6c993a227640b00f106443,Arvast Gold 75mg/20mg/75mg Capsule,Intas Pharmaceuticals Ltd,48,2027-02-08 12:26:07.761000+00:00,191,Beyond 90 Days
6a6c993b227640b00f106733,Medbic Injection,Medease Healthcare Pvt Ltd,98,2027-02-08 23:19:22.392000+00:00,191,Beyond 90 Days
6a6c993a227640b00f10662f,Adiwill Tablet,Adisys Healthcare,44,2027-02-09 01:48:50.024000+00:00,191,Beyond 90 Days
6a6c993a227640b00f106540,Asolt Tablet,Profic Organic Ltd,124,2027-02-09 15:49:45.656000+00:00,192,Beyond 90 Days
6a6c993a227640b00f1063ca,Alides 5mg Tablet,Leeford Healthcare Ltd,102,2027-02-10 15:57:21.815000+00:00,193,Beyond 90 Days
6a6c993a227640b00f106624,Aanid Ointment,Aan Pharma Pvt Ltd,21,2027-02-11 23:14:34.629000+00:00,194,Beyond 90 Days
6a6c993a227640b00f106366,Advanced LCF Kid Expectorant,Lupin Ltd,34,2027-02-12 00:45:27.315000+00:00,194,Beyond 90 Days
6a6c993a227640b00f1065c9,Adflox OZ Tablet,Adonis Laboratories Pvt Ltd,101,2027-02-11 05:40:51.181000+00:00,194,Beyond 90 Days
6a6c993a227640b00f106688,Biovorin 15mg Injection,Biochem Pharmaceutical Industries,6,2027-02-12 01:08:01.004000+00:00,194,Beyond 90 Days
6a6c993a227640b00f106365,Amoxycillin 125mg Oral Suspension,Nestor Pharmaceuticals,30,2027-02-12 13:12:48.280000+00:00,195,Beyond 90 Days
6a6c993a227640b00f106331,Atorlip 10 Tablet,Cipla Ltd,88,2027-02-12 17:45:24.758000+00:00,195,Beyond 90 Days
6a6c993a227640b00f106474,Aphexine 200mg Tablet,Ajanta Pharma Ltd,5,2027-02-12 18:55:47.505000+00:00,195,Beyond 90 Days
6a6c993a227640b00f10636d,Amlopres AT 25 Tablet,Cipla Ltd,75,2027-02-13 07:53:51.886000+00:00,196,Beyond 90 Days
6a6c993a227640b00f106309,Azithral XL 200 Liquid,Alembic Pharmaceuticals Ltd,68,2027-02-13 14:37:12.698000+00:00,196,Beyond 90 Days
6a6c993a227640b00f106354,Azax 250 Tablet,Sun Pharmaceutical Industries Ltd,102,2027-02-13 12:47:55.001000+00:00,196,Beyond 90 Days
6a6c993a227640b00f106391,Acimol 100 mg/325 mg Tablet,Leeford Healthcare Ltd,70,2027-02-14 23:38:15.029000+00:00,197,Beyond 90 Days
6a6c993a227640b00f1064da,Acethama-FM Tablet SR,Care Formulation Labs Pvt Ltd,46,2027-02-14 13:51:43.489000+00:00,197,Beyond 90 Days
6a6c993a227640b00f106381,Asthalin Rotacaps,Cipla Ltd,108,2027-02-15 23:17:07.602000+00:00,198,Beyond 90 Days
6a6c993a227640b00f106674,B Muce Ointment,Biochem Pharmaceutical Industries,76,2027-02-15 21:49:21.677000+00:00,198,Beyond 90 Days
6a6c993a227640b00f10665a,Burnheal Cream,Cipla Ltd,16,2027-02-16 10:45:01.146000+00:00,199,Beyond 90 Days
6a6c993a227640b00f1062eb,Ambrodil-LX Syrup,Aristo Pharmaceuticals Pvt Ltd,98,2027-02-17 16:15:04.773000+00:00,200,Beyond 90 Days
6a6c993a227640b00f106303,Amlopres-AT Tablet,Cipla Ltd,118,2027-02-18 22:25:50.696000+00:00,201,Beyond 90 Days
6a6c993a227640b00f1063e2,Abixim O Tablet,Abbott,10,2027-02-19 08:31:21.101000+00:00,202,Beyond 90 Days
6a6c993b227640b00f1066ec,Dpvil 50mg Tablet,Azkka Pharmaceuticals Pvt Ltd,83,2027-02-20 03:48:07.733000+00:00,202,Beyond 90 Days
6a6c993a227640b00f106476,Accurate 10 mg/150 mg Tablet,Dew Drops Lab,116,2027-02-20 10:15:53.452000+00:00,203,Beyond 90 Days
6a6c993a227640b00f10647a,Arumin 50 mg/500 mg Tablet,Empiai Pharmaceuticals Pvt Ltd,136,2027-02-20 09:42:01.182000+00:00,203,Beyond 90 Days
6a6c993a227640b00f106515,Adicid 40 Tablet,Apex Diagnostic And Imaging Pvt Ltd,16,2027-02-20 06:50:31.703000+00:00,203,Beyond 90 Days
6a6c993a227640b00f1065ba,Asart 25mg Tablet,Stadmed Pvt Ltd,13,2027-02-20 16:09:18.540000+00:00,203,Beyond 90 Days
6a6c993a227640b00f106560,Andox Tablet,Marc Laboratories Pvt Ltd,0,2027-02-22 02:52:45.449000+00:00,204,Beyond 90 Days
6a6c993b227640b00f106712,Euroglipt 50mg Tablet,Efrosine Healthcare Private Limited,52,2027-02-21 20:29:37.133000+00:00,204,Beyond 90 Days
6a6c993a227640b00f106610,Antiba 200mg/250mg Tablet,Smilax Pharmaceuticals,31,2027-02-21 21:42:46.542000+00:00,204,Beyond 90 Days
6a6c993a227640b00f1062e9,Amlokind 5 Tablet,Mankind Pharma Ltd,56,2027-02-24 04:49:52.089000+00:00,206,Beyond 90 Days
6a6c993a227640b00f106593,Ameto-LS Syrup,Shinto Organics (P) Limited,108,2027-02-23 14:49:27.473000+00:00,206,Beyond 90 Days
6a6c993a227640b00f1065d3,Adplatt 75mg Tablet,Strides shasun Ltd,32,2027-02-25 03:29:13.531000+00:00,207,Beyond 90 Days
6a6c993a227640b00f1064c9,Above 5 Tablet,Pfizer Ltd,100,2027-02-26 02:40:52.433000+00:00,208,Beyond 90 Days
6a6c993a227640b00f10641a,Ace Tablet,Hallmark Chemicals,77,2027-02-25 12:41:36.305000+00:00,208,Beyond 90 Days
6a6c993a227640b00f106403,Advastat CV 10 Capsule,Fusion Healthcare Pvt Ltd,60,2027-02-27 00:19:34.658000+00:00,209,Beyond 90 Days
6a6c993a227640b00f1063fb,Abvida-M 50/500 Eazy Glide Tablet SR,Abbott,94,2027-02-26 17:42:18.113000+00:00,209,Beyond 90 Days
6a6c993a227640b00f10652f,Altracid 40mg Tablet,Alter Ego Pharmaceuticals,49,2027-02-27 19:14:51.415000+00:00,210,Beyond 90 Days
6a6c993a227640b00f106581,Antac 150mg Tablet,Angel Laboratories Pvt Ltd,78,2027-03-01 03:38:55.095000+00:00,211,Beyond 90 Days
6a6c993a227640b00f1064bc,Aspa 500mg/250mg Tablet,Chemech Laboratories Ltd,15,2027-03-01 01:39:24.217000+00:00,211,Beyond 90 Days
6a6c993a227640b00f106447,Avil NU 10mg Tablet,Sanofi India  Ltd,81,2027-03-02 05:28:00.681000+00:00,212,Beyond 90 Days
6a6c993a227640b00f106460,Acolate M Tablet,Gujarat Terce Laboratories Ltd,95,2027-03-03 22:45:45.575000+00:00,214,Beyond 90 Days
6a6c993a227640b00f106350,Aerodil SF Expectorant,Zydus Cadila,49,2027-03-06 02:20:16.290000+00:00,216,Beyond 90 Days
6a6c993b227640b00f1066cb,Candid Gold Cream,Glenmark Pharmaceuticals Ltd,31,2027-03-06 05:29:21.214000+00:00,216,Beyond 90 Days
6a6c993a227640b00f1065af,Ancid 150mg Tablet,Pifer Pharmaceuticals Pvt Ltd,48,2027-03-06 09:43:49.517000+00:00,217,Beyond 90 Days
6a6c993a227640b00f10630a,Atorva 20 Tablet,Zydus Cadila,34,2027-03-06 21:21:51.969000+00:00,217,Beyond 90 Days
6a6c993a227640b00f106357,Amlosafe-AT Tablet,Aristo Pharmaceuticals Pvt Ltd,49,2027-03-08 16:35:21.185000+00:00,219,Beyond 90 Days
6a6c993b227640b00f1066c6,CB12 Injection,Mapra Laboratories Pvt Ltd,114,2027-03-08 10:19:14.994000+00:00,219,Beyond 90 Days
6a6c993a227640b00f1062ff,Aztolet  10 Tablet,Sun Pharmaceutical Industries Ltd,57,2027-03-10 04:25:13.462000+00:00,220,Beyond 90 Days
6a6c993a227640b00f10638e,Amlozaar-H Tablet,Micro Labs Ltd,99,2027-03-10 23:28:47.838000+00:00,221,Beyond 90 Days
6a6c993b227640b00f1066bc,Candid TV Suspension,Glenmark Pharmaceuticals Ltd,103,2027-03-12 12:00:37.643000+00:00,223,Beyond 90 Days
6a6c993a227640b00f10658b,Ameebee DF 400mg/500mg Tablet,TOSC International Pvt Ltd,146,2027-03-12 17:25:46.721000+00:00,223,Beyond 90 Days
6a6c993a227640b00f1063c0,Azulix MV 2mg/500mg/0.3mg Tablet SR,Torrent Pharmaceuticals Ltd,0,2027-03-12 07:46:33.719000+00:00,223,Beyond 90 Days
6a6c993a227640b00f10651b,Ampra 40mg Tablet,Amplec Healthcare Pvt. Ltd.,18,2027-03-14 04:29:44.401000+00:00,224,Beyond 90 Days
6a6c993a227640b00f106477,A Doxid L 100mg Capsule,Eskon Pharma,80,2027-03-14 08:23:08.871000+00:00,225,Beyond 90 Days
6a6c993a227640b00f106592,Alcadin 2% Gargle,Ajanta Pharma Ltd,144,2027-03-14 16:32:54.464000+00:00,225,Beyond 90 Days
6a6c993a227640b00f106682,Bonultra 60K Soft Gelatin Capsule,Energize Pharmaceuticals (P) Ltd.,87,2027-03-15 00:15:49.799000+00:00,225,Beyond 90 Days
6a6c993a227640b00f1064af,Anto 40mg Tablet,Malody Healthcare Ltd,109,2027-03-15 01:34:35.077000+00:00,225,Beyond 90 Days
6a6c993a227640b00f1064bf,Abixim CV 200mg/125mg Tablet,Abbott,69,2027-03-17 03:53:16.666000+00:00,227,Beyond 90 Days
6a6c993a227640b00f1064c5,Aroxim 200mg Tablet,Aronex Life Sciences Pvt Ltd,97,2027-03-16 23:53:20.693000+00:00,227,Beyond 90 Days
6a6c993b227640b00f106745,Xcorbic 1.5gm Injection,Dote Health Care,80,2027-03-17 17:09:19.713000+00:00,228,Beyond 90 Days
6a6c993a227640b00f10655f,Antidol 100 mg/125 mg Tablet,Omega Pharmaceuticals Pvt Ltd,3,2027-03-17 13:59:38.001000+00:00,228,Beyond 90 Days
6a6c993b227640b00f1066ee,Doevil 50mg Tablet,Doer Life Sciences,96,2027-03-17 14:39:26.327000+00:00,228,Beyond 90 Days
6a6c993a227640b00f1064ef,Allerwell FX 10mg/120mg Tablet,WellOK Pharma,107,2027-03-18 18:41:01.164000+00:00,229,Beyond 90 Days
6a6c993a227640b00f106412,Altax-O 200 Tablet DT,Galpha Laboratories Ltd,0,2027-03-19 15:27:04.557000+00:00,230,Beyond 90 Days
6a6c993a227640b00f1065a0,Acvilda 50mg Tablet,Acmedix Pharma LLP,143,2027-03-20 03:48:40.420000+00:00,230,Beyond 90 Days
6a6c993a227640b00f1064d1,Alnamet Myo 500mg/600mg Tablet,Alna Biotech Pvt Ltd,103,2027-03-20 16:29:29.401000+00:00,231,Beyond 90 Days
6a6c993b227640b00f10673c,Scorbix 1.5gm Injection,Fusion Healthcare Pvt Ltd,139,2027-03-21 03:41:41.923000+00:00,231,Beyond 90 Days
6a6c993a227640b00f10649d,Alcure FM 10mg/120mg Tablet,Wafture Healthcare Pvt Ltd,43,2027-03-20 19:39:18.071000+00:00,231,Beyond 90 Days
6a6c993a227640b00f1063a3,Arbitel-CT 40 Tablet,Micro Labs Ltd,3,2027-03-20 14:44:51.351000+00:00,231,Beyond 90 Days
6a6c993a227640b00f1063bb,Amicet Plus Tablet,Leeford Healthcare Ltd,116,2027-03-20 08:44:12.247000+00:00,231,Beyond 90 Days
6a6c993a227640b00f106648,Ascospey 1500mg Injection,Strathspey Labs Pvt Ltd,47,2027-03-21 05:16:52.257000+00:00,231,Beyond 90 Days
6a6c993a227640b00f106382,Atorlip 20 Tablet,Cipla Ltd,51,2027-03-21 08:24:32.267000+00:00,232,Beyond 90 Days
6a6c993a227640b00f1064b5,Anaflam P 100 mg/125 mg Suspension,Albert David Ltd,21,2027-03-21 16:45:58.249000+00:00,232,Beyond 90 Days
6a6c993a227640b00f106345,Algesia CR 200mg/20mg Capsule,Macleods Pharmaceuticals Pvt Ltd,8,2027-03-21 05:31:39.756000+00:00,232,Beyond 90 Days
6a6c993a227640b00f106398,Atorlip Gold 20 Capsule,Cipla Ltd,102,2027-03-21 21:29:32.204000+00:00,232,Beyond 90 Days
6a6c993a227640b00f1065ef,Arofil 0.2% Mouth Wash,Symbiosis Pharmaceuticals Pvt Ltd,1,2027-03-22 23:50:19.313000+00:00,233,Beyond 90 Days
6a6c993a227640b00f1064df,Abzorb 1% Cream,Sun Pharmaceutical Industries Ltd,27,2027-03-22 09:13:19.330000+00:00,233,Beyond 90 Days
6a6c993a227640b00f1065b7,Azmino Plus Tablet,Medoz Pharmaceutical Pvt. Ltd,15,2027-03-23 09:36:33.176000+00:00,234,Beyond 90 Days
6a6c993a227640b00f10655b,Aspidol 75 Tablet,Lifecare Neuro Products Ltd,61,2027-03-24 00:44:19.592000+00:00,234,Beyond 90 Days
6a6c993a227640b00f106573,APD Capsule,Shrion Pharmaceuticals,101,2027-03-23 22:57:16.319000+00:00,234,Beyond 90 Days
6a6c993a227640b00f106425,Azuvas 40 Tablet,Azkka Pharmaceuticals Pvt Ltd,56,2027-03-24 05:33:20.654000+00:00,235,Beyond 90 Days
6a6c993a227640b00f1063f8,Angizaar-H Tablet,Micro Labs Ltd,93,2027-03-25 05:27:43.284000+00:00,235,Beyond 90 Days
6a6c993a227640b00f1064e3,Alencef 200mg Tablet DT,Alencure Biotech Pvt Ltd,82,2027-03-26 00:15:54.784000+00:00,236,Beyond 90 Days
6a6c993a227640b00f10632e,Amtas 5 Tablet,Intas Pharmaceuticals Ltd,76,2027-03-25 06:49:08.593000+00:00,236,Beyond 90 Days
6a6c993a227640b00f1065b6,Axamol 2.5mg Respules 2.5ml,AXA Parenterals Ltd,53,2027-03-26 02:20:01.789000+00:00,236,Beyond 90 Days
6a6c993a227640b00f106330,Allercet Cold Tablet,Micro Labs Ltd,63,2027-03-26 19:53:08.891000+00:00,237,Beyond 90 Days
6a6c993a227640b00f1064e9,Arvast 15 Tablet,Intas Pharmaceuticals Ltd,10,2027-03-27 03:59:32.048000+00:00,237,Beyond 90 Days
6a6c993a227640b00f1064ba,Aboros 20mg Tablet,La Renon Healthcare Pvt Ltd,60,2027-03-27 19:59:32.011000+00:00,238,Beyond 90 Days
6a6c993a227640b00f106359,Augpen LB 625 Tablet,Zuventus Healthcare Ltd,24,2027-03-27 16:49:34.036000+00:00,238,Beyond 90 Days
6a6c993b227640b00f106735,Oxyfag-B Oral Suspension Sugar Free,U & V Cancure Pvt. Ltd.,21,2027-03-28 12:45:23.603000+00:00,239,Beyond 90 Days
6a6c993a227640b00f10641c,AF -C Dusting Powder,Systopic Laboratories Pvt Ltd,103,2027-03-28 15:28:50.195000+00:00,239,Beyond 90 Days
6a6c993a227640b00f10635d,Amlong-H Tablet,Micro Labs Ltd,19,2027-03-29 12:15:28.427000+00:00,240,Beyond 90 Days
6a6c993a227640b00f106402,Aspisol 150 Tablet,Shreya Life Sciences Pvt Ltd,52,2027-03-31 01:34:28.378000+00:00,241,Beyond 90 Days
6a6c993a227640b00f106531,Axinac Nano Gel,Axenic Healthcare,62,2027-03-30 17:40:13.243000+00:00,241,Beyond 90 Days
6a6c993a227640b00f1064a5,Anavilda M500 Tablet,Guillain Pharma Private Limited,145,2027-03-30 21:13:20.072000+00:00,241,Beyond 90 Days
6a6c993a227640b00f1065eb,Alfadox 100mg Capsule,Betamax Remedies,11,2027-03-31 12:37:52.705000+00:00,242,Beyond 90 Days
6a6c993a227640b00f1064fb,Avilox 250mg Tablet,Avalanche Pharmaceuticals,50,2027-04-01 02:54:14.975000+00:00,242,Beyond 90 Days
6a6c993a227640b00f1062d7,Almox 500 Capsule,Alkem Laboratories Ltd,6,2027-03-31 18:58:30.230000+00:00,242,Beyond 90 Days
6a6c993b227640b00f1066c7,Clenorush Oral Gel,DWD Pharmaceuticals Ltd,80,2027-03-31 15:49:11.343000+00:00,242,Beyond 90 Days
6a6c993a227640b00f106616,Atheroz 75mg Tablet,Klintoz Pharmaceuticals Pvt Ltd,4,2027-04-01 05:32:39.834000+00:00,243,Beyond 90 Days
6a6c993a227640b00f10647e,Activa 50mg Tablet,Zydus Healthcare Limited,14,2027-04-02 04:35:59.429000+00:00,243,Beyond 90 Days
6a6c993a227640b00f106637,Asitac 150mg Tablet,Smilax Pharmaceuticals,59,2027-04-03 08:51:21.423000+00:00,245,Beyond 90 Days
6a6c993a227640b00f106510,Acidoseal 40mg Tablet,Merganzer Pharma Private Limited,89,2027-04-03 11:04:16.494000+00:00,245,Beyond 90 Days
6a6c993b227640b00f1066e1,Cetrimol DG Syrup,Instant Remedies Pvt Ltd,117,2027-04-04 04:04:34.676000+00:00,245,Beyond 90 Days
6a6c993a227640b00f106327,Amaryl MV 2mg Tablet SR,Sanofi India  Ltd,63,2027-04-04 03:36:38.945000+00:00,245,Beyond 90 Days
6a6c993b227640b00f1066f2,Eltroxin 100mcg Tablet,Glaxo SmithKline Pharmaceuticals Ltd,29,2027-04-04 05:55:37.491000+00:00,246,Beyond 90 Days
6a6c993a227640b00f1063e1,Augmexin Gel,Nextgen Healthcare,53,2027-04-06 03:05:54.042000+00:00,247,Beyond 90 Days
6a6c993a227640b00f10631a,Amlovas-AT Tablet,Macleods Pharmaceuticals Pvt Ltd,132,2027-04-06 06:52:56.998000+00:00,248,Beyond 90 Days
6a6c993a227640b00f1065a5,Acerab 10mg Tablet,Sienna Formulations Pvt Ltd,27,2027-04-07 23:32:26.217000+00:00,249,Beyond 90 Days
6a6c993a227640b00f10653e,Agelite-LS Syrup,Rekin Pharma Pvt. Ltd.,66,2027-04-09 14:33:29.367000+00:00,251,Beyond 90 Days
6a6c993a227640b00f106606,Acidom O 4 mg/150 mg Tablet,Siesta Pharmaceuticals,76,2027-04-09 11:51:33.484000+00:00,251,Beyond 90 Days
6a6c993b227640b00f1066c1,Clavix Tablet,Intas Pharmaceuticals Ltd,3,2027-04-09 18:57:38.125000+00:00,251,Beyond 90 Days
6a6c993a227640b00f106484,Acebronk MFX 10mg/120mg/200mg Tablet,Citizen Remedies Private Limited,87,2027-04-11 00:45:09.065000+00:00,252,Beyond 90 Days
6a6c993a227640b00f10649e,Alorex Cream,Maneesh Pharmaceuticals Ltd,25,2027-04-10 07:12:46.149000+00:00,252,Beyond 90 Days
6a6c993a227640b00f106353,Alciflox 500mg Tablet,Alkem Laboratories Ltd,121,2027-04-10 10:07:29.917000+00:00,252,Beyond 90 Days
6a6c993b227640b00f106700,Eldervita 12 Injection Combipack,Elder Projects Ltd,127,2027-04-10 19:51:21.750000+00:00,252,Beyond 90 Days
6a6c993a227640b00f106663,Betakind Gargle,Mankind Pharma Ltd,91,2027-04-13 03:57:22.022000+00:00,254,Beyond 90 Days
6a6c993a227640b00f106646,Acrogyl 200mg/5ml Suspension,Acron Pharmaceuticals,101,2027-04-12 23:09:07.695000+00:00,254,Beyond 90 Days
6a6c993a227640b00f10659f,Alodyne Ointment,Dynamed Pharmaceuticals Pvt Ltd,127,2027-04-12 11:31:31.136000+00:00,254,Beyond 90 Days
6a6c993a227640b00f106596,AD Fun 1% Cream,Aditya Pharmaceuticals,4,2027-04-12 15:27:54.431000+00:00,254,Beyond 90 Days
