medicineId,name,onlineUnits,onlineRevenue,offlineUnits,offlineRevenue,totalUnits,totalRevenue
6a69bc2e73e71273db78b6cc,APD Capsule,2,64.8,0,0.0,2,64.8
6a6c993a227640b00f1065d6,Amborxel-LS Syrup,1,64.0,0,0.0,1,64.0
6a69bc2e73e71273db78b6fe,Acerab 10mg Tablet,1,62.0,0,0.0,1,62.0
6a6c993a227640b00f106401,Adoxy LB Capsule,1,62.0,0,0.0,1,62.0
6a6c993a227640b00f1062f8,Acenac-P  Tablet,1,61.0,0,0.0,1,61.0
6a6c993a227640b00f106512,Acipro 500mg Tablet,1,60.3,0,0.0,1,60.3
6a6c993a227640b00f106517,Aciden 40mg Tablet,1,60.0,0,0.0,1,60.0
6a5c9971bc4fb04a474ceb51,A Doxid L 100mg Capsule,0,0.0,1,60.0,1,60.0
6a6c993a227640b00f106489,Alde 5mg Tablet,1,59.75,0,0.0,1,59.75
6a69bc2e73e71273db78b528,ACTION OR 1000mg Tablet,2,59.22,0,0.0,2,59.22
6a6c993a227640b00f1065cf,Aerotide 200 mcg/100 mcg Inhaler,1,59.2,0,0.0,1,59.2
6a6c993a227640b00f106541,Agile 50 mg/500 mg Tablet,4,59.12,0,0.0,4,59.12
6a6c993a227640b00f106371,Aceflam P 100mg/325mg Tablet,1,58.25,0,0.0,1,58.25
6a6c993a227640b00f10642a,Alsera D 50 mg/10 mg Tablet,1,58.0,0,0.0,1,58.0
6a6c993a227640b00f106323,Acenext P 100mg/325mg Tablet,1,58.0,0,0.0,1,58.0
6a6c993b227640b00f10671d,Folimac 5mg Tablet,5,57.5,0,0.0,5,57.5
6a6c993a227640b00f10662f,Adiwill Tablet,1,55.0,0,0.0,1,55.0
6a69bc2e73e71273db78b61b,Absopan 40mg Tablet,1,54.0,0,0.0,1,54.0
6a6c993a227640b00f10659f,Alodyne Ointment,1,54.0,0,0.0,1,54.0
6a6c993a227640b00f10634d,Aceclo Tablet,1,52.55,0,0.0,1,52.55
6a6c993a227640b00f1063c1,Acolate P Plus Tablet,1,52.0,0,0.0,1,52.0
6a6c993a227640b00f106380,Acolate Plus Tablet,1,52.0,0,0.0,1,52.0
6a6c993a227640b00f1064ce,Actimol 50 mg/500 mg Tablet,5,50.5,0,0.0,5,50.5
6a6c993a227640b00f10643a,Admol 1g Tablet SR,1,50.0,0,0.0,1,50.0
6a6c993a227640b00f1062f9,Aciloc 300 Tablet,1,50.0,0,0.0,1,50.0
6a6c993a227640b00f106439,Alday AM Tablet SR,1,48.48,0,0.0,1,48.48
6a6c993a227640b00f10649e,Alorex Cream,1,48.28,0,0.0,1,48.28
6a6c993a227640b00f1064ec,Acebid SP Tablet,1,48.1,0,0.0,1,48.1
6a69bc2e73e71273db78b617,AIG D 10mg/20mg Capsule,1,48.0,0,0.0,1,48.0
6a6c993a227640b00f10643f,Alrgee M 10mg/120mg Tablet,1,47.62,0,0.0,1,47.62
6a6c993a227640b00f1065d3,Adplatt 75mg Tablet,1,46.33,0,0.0,1,46.33
6a6c993a227640b00f1065c4,Acidom 150mg Syrup,1,46.18,0,0.0,1,46.18
6a6c993a227640b00f1063d2,Albutamol Plus Tablet,1,46.16,0,0.0,1,46.16
6a6c993a227640b00f10652e,Adidox 100mg Capsule,1,46.0,0,0.0,1,46.0
6a69bc2f73e71273db78b879,Fregam B12 Injection,1,44.1,0,0.0,1,44.1
6a6d96275baa8e1afb22b645,AIG D 10mg/20mg Capsule,1,43.2,0,0.0,1,43.2
6a69bc2e73e71273db78b573,Ace Tablet,1,43.0,0,0.0,1,43.0
6a6c993a227640b00f10662d,Acibloc 150mg Tablet,6,42.96,0,0.0,6,42.96
6a6c993a227640b00f106465,Adol 200mg Tablet,1,42.43,0,0.0,1,42.43
6a69bc2e73e71273db78b718,A Fresh Mouth Wash,1,42.0,0,0.0,1,42.0
6a69bc2e73e71273db78b6b1,Abex 20mg Tablet,1,41.5,0,0.0,1,41.5
6a69bc2e73e71273db78b605,Acdof 40mg Injection,1,41.23,0,0.0,1,41.23
6a6c993a227640b00f1064c9,Above 5 Tablet,1,41.1,0,0.0,1,41.1
6a69bc2e73e71273db78b622,Above 5 Tablet,1,41.1,0,0.0,1,41.1
6a6c993a227640b00f1062d0,Aciloc 150 Tablet,1,40.94,0,0.0,1,40.94
6a6c993a227640b00f106566,Acorise-D3 Soft Gelatin Capsule,1,40.0,0,0.0,1,40.0
6a6c993a227640b00f106627,Accurate 25mg Injection,8,39.2,0,0.0,8,39.2
6a69bc2e73e71273db78b629,AIG 20mg Capsule,1,39.0,0,0.0,1,39.0
6a6c993a227640b00f1064d0,AIG 20mg Capsule,1,39.0,0,0.0,1,39.0
6a6c993a227640b00f1065e0,Acidof 20mg Capsule,1,39.0,0,0.0,1,39.0
6a6c993a227640b00f1064ae,Aclotil 75mg Tablet,1,37.95,0,0.0,1,37.95
6a6c993a227640b00f10654a,Allergesic 5mg Tablet,1,36.5,0,0.0,1,36.5
6a69bc2e73e71273db78b64f,Abcid 20mg Capsule,1,36.25,0,0.0,1,36.25
6a6c993a227640b00f10655a,Acicure 20mg Capsule,1,36.0,0,0.0,1,36.0
6a69bc2e73e71273db78b745,Acer 20mg Capsule,1,36.0,0,0.0,1,36.0
6a69bc2e73e71273db78b6b3,Acicure 20mg Capsule,1,36.0,0,0.0,1,36.0
6a6c993a227640b00f106483,Alerta D Tablet,1,36.0,0,0.0,1,36.0
6a6c993a227640b00f1065ec,Acer 20mg Capsule,1,36.0,0,0.0,1,36.0
6a6c993a227640b00f106555,ALFAM 400MG TABLET,6,35.58,0,0.0,6,35.58
6a6c993a227640b00f1065cb,Adoloc 20mg Capsule,1,35.0,0,0.0,1,35.0
6a6c993a227640b00f106551,Aldon 2mg Oral Drops,1,35.0,0,0.0,1,35.0
6a69bc2e73e71273db78b694,Acefen Gel,1,33.48,0,0.0,1,33.48
6a6c993a227640b00f106453,Acid 20 Capsule,1,33.0,0,0.0,1,33.0
6a69bc2e73e71273db78b5ac,Acid 20 Capsule,1,33.0,0,0.0,1,33.0
6a4c7b0ea8bca08626282925,APD Capsule,1,32.4,0,0.0,1,32.4
6a6c993a227640b00f1065a9,Aerozest 100mcg Rotacap,1,32.0,0,0.0,1,32.0
6a6c993a227640b00f10652c,Acio Insta Powder for Oral Suspension,4,32.0,0,0.0,4,32.0
6a4c7b0ea8bca08626282781,ACTION OR 1000mg Tablet,1,31.73,0,0.0,1,31.73
6a6c993a227640b00f1064fe,Ali M 500mg Tablet,3,31.5,0,0.0,3,31.5
6a6c993a227640b00f106466,Adiflam 1% Gel,1,31.45,0,0.0,1,31.45
6a6c993a227640b00f106646,Acrogyl 200mg/5ml Suspension,1,30.68,0,0.0,1,30.68
6a69bc2e73e71273db78b54a,Aciban 20 Tablet,1,30.38,0,0.0,1,30.38
6a6c993a227640b00f1063f2,Adiflam Plus Suspension,1,30.25,0,0.0,1,30.25
6a6c993a227640b00f10653b,Acefen Gel,1,30.13,0,0.0,1,30.13
6a6c993a227640b00f10650e,Activa P Tablet,5,29.05,0,0.0,5,29.05
6a6c993a227640b00f1064b3,Acefen 100 mg/125 mg Tablet,1,29.0,0,0.0,1,29.0
6a6c993a227640b00f1063d9,Aleva 5mg Tablet,1,29.0,0,0.0,1,29.0
6a69bc2e73e71273db78b60c,Acefen 100 mg/125 mg Tablet,1,29.0,0,0.0,1,29.0
6a6c993a227640b00f1065f0,Adzovit 12 Combipack Injection,1,28.0,0,0.0,1,28.0
6a6c993a227640b00f1063b1,Alkem Cold 5 mg/500 mg/5 mg Tablet,1,28.0,0,0.0,1,28.0
6a6c993a227640b00f106518,Acnedox-LB Capsule,1,28.0,0,0.0,1,28.0
6a66862499f85f390a7e2025,APD Capsule,1,27.0,0,0.0,1,27.0
6a6c993a227640b00f106617,Alset 2mg Syrup,1,27.0,0,0.0,1,27.0
6a5b3f685aff139e8e114a1c,AD Fun 1% Cream,2,25.5,0,0.0,2,25.5
6a6c993a227640b00f106335,Almox 250 Capsule,1,24.72,0,0.0,1,24.72
6a6c993a227640b00f106647,Aciba 25mg Injection,8,24.64,0,0.0,8,24.64
6a69bc2e73e71273db78b77d,Aanid Ointment,1,24.0,0,0.0,1,24.0
6a6c993a227640b00f1063db,Admol 650mg Tablet,1,22.85,0,0.0,1,22.85
6a6c993a227640b00f106438,Aeknil Injection,1,22.4,0,0.0,1,22.4
6a6c993a227640b00f1065dc,Alcid 20mg Capsule,1,22.05,0,0.0,1,22.05
6a6c993a227640b00f1062f5,Alerid Syrup,1,21.84,0,0.0,1,21.84
6a6c993a227640b00f1065ea,Aerodol 4mg Injection,1,21.0,0,0.0,1,21.0
6a6c993a227640b00f1062f6,Alerid Tablet,1,20.48,0,0.0,1,20.48
6a6c993a227640b00f1063cd,Adiflam Plus 400 mg/500 mg Tablet,1,19.5,0,0.0,1,19.5
6a6c993a227640b00f1065fe,Acrogyl DF 400mg/500mg Tablet,1,19.0,0,0.0,1,19.0
6a69bc2e73e71273db78b5cf,Accurate 10 mg/150 mg Tablet,1,18.71,0,0.0,1,18.71
6a6c993a227640b00f1065ac,Acitech 150mg Tablet,1,18.0,0,0.0,1,18.0
6a6c993a227640b00f106431,Admol Junior 125mg Tablet,1,17.33,0,0.0,1,17.33
6a6c993a227640b00f106482,Alexcet 10mg Tablet,1,16.68,0,0.0,1,16.68
6a6c993a227640b00f106606,Acidom O 4 mg/150 mg Tablet,1,16.33,0,0.0,1,16.33
6a6c993a227640b00f106451,Acimol 500mg Tablet,3,16.2,0,0.0,3,16.2
6a6c993a227640b00f106641,Aci Deject 50mg Injection,5,16.0,0,0.0,5,16.0
6a6c993a227640b00f10655e,A Nil Tablet,3,15.12,0,0.0,3,15.12
6a69bc2e73e71273db78b6ef,AD Fun 1% Cream,1,15.0,0,0.0,1,15.0
6a6c993a227640b00f106600,Aldezol 200mg Tablet,1,14.93,0,0.0,1,14.93
6a6c993a227640b00f106587,Aerotide Forte 400mcg/200mcg Diskette,1,14.57,0,0.0,1,14.57
6a6c993a227640b00f106638,Afdiloc Injection,6,14.16,0,0.0,6,14.16
6a6c993a227640b00f106590,Aerozest 0.31mg Respules (2.5 ml each),1,14.09,0,0.0,1,14.09
6a6c993a227640b00f106552,Ambiflam 400mg/500mg Tablet,1,13.0,0,0.0,1,13.0
6a69bc2e73e71273db78b795,Acibloc 300mg Tablet,1,12.75,0,0.0,1,12.75
6a6c993a227640b00f10663c,Acibloc 300mg Tablet,1,12.75,0,0.0,1,12.75
6a6c993a227640b00f1065a4,Aerotide Inhaler,1,11.12,0,0.0,1,11.12
6a6c993a227640b00f10645d,Amol 500mg Tablet,3,10.68,0,0.0,3,10.68
6a69bc2e73e71273db78b772,Abufen-C Tablet,1,9.75,0,0.0,1,9.75
6a5c9971bc4fb04a474ceb41,A Mol 650mg Tablet,0,0.0,1,9.0,1,9.0
6a69bc2e73e71273db78b5c0,A Mol 650mg Tablet,1,9.0,0,0.0,1,9.0
6a69bc2e73e71273db78b76e,ACHOPHEN 400MG/325MG TABLET,1,8.87,0,0.0,1,8.87
6a6d96285baa8e1afb22b79c,ACHOPHEN 400MG/325MG TABLET,1,8.87,0,0.0,1,8.87
6a6c993a227640b00f10657e,Aciflam 400mg/325mg Tablet,1,7.5,0,0.0,1,7.5
6a6c993a227640b00f106467,A Mol 650mg Tablet,1,7.2,0,0.0,1,7.2
6a69bc2e73e71273db78b786,Acibloc 150mg Tablet,1,7.16,0,0.0,1,7.16
6a6c993a227640b00f10643c,Adiflam 50mg Tablet,1,7.11,0,0.0,1,7.11
6a6c993a227640b00f106341,Aciloc Injection,1,6.03,0,0.0,1,6.03
6a69bc2e73e71273db78b6ae,ALFAM 400MG TABLET,1,5.93,0,0.0,1,5.93
6a6718ca24aa0435693ffffa,A Nil Tablet,1,5.38,0,0.0,1,5.38
6a69bc2e73e71273db78b780,Accurate 25mg Injection,1,4.17,0,0.0,1,4.17
6a61fd28e9316deef62fb46f,ASA 50mg Tablet,1,3.7,0,0.0,1,3.7
6a69bc2e73e71273db78b57a,ASA 50mg Tablet,1,3.7,0,0.0,1,3.7
6a6c993a227640b00f1063ff,Acetyl Salicylic Acid 50mg Tablet,1,3.27,0,0.0,1,3.27
6a69bc2e73e71273db78b558,Acetyl Salicylic Acid 50mg Tablet,1,3.27,0,0.0,1,3.27
6a69bc2e73e71273db78b79a,Aci Deject 50mg Injection,1,3.2,0,0.0,1,3.2
6a69bc2e73e71273db78b7a0,Aciba 25mg Injection,1,3.08,0,0.0,1,3.08
6a6c993a227640b00f10650f,Afdiloc 300mg Tablet,1,2.81,0,0.0,1,2.81
6a6c993a227640b00f1065fd,Aciflam Kid 100mg/125mg Tablet,1,1.6,0,0.0,1,1.6
